@relation 'ObesityDataSet_raw_and_data_sinthetic-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(-inf-1.666667]\':Nunca-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(1.666667-2.333333]\':As vezes, \'(2.333333-inf)\':Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N\'(-inf-2]\':Entre uma e duas, \'(2-3]\':Tres, \'(3-inf)\':Mais de tres-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'(-inf-0.75]\':Nao pratica, \'(0.75-1.5]\':Um a dois dias na semana, \'(1.5-2.25]\':Dois a  quatro dias na semana, \'(2.25-inf)\':Quatro a cinco dias na semana-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.6666667]\':Zero a duas horas por dia, \'(0.666667-1.333333]\':Tres a cinco horas por dia, \'(1.333333-inf)\':Mais de cinco horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.666667]\':Zero a duas horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R15-Nno:Nao consome, Sometimes:As vezes, Frequently:Com frequencia, Always:Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R16-NPublic_Transportation:Transporte publico, Walking:A pe, Automobile:Automovel, Motorbike:Moto, Bike:Bicicleta-weka.filters.unsupervised.attribute.RenameNominalValues-R1-NFemale:Feminino, Male:Masculino-weka.filters.unsupervised.attribute.RenameNominalValues-R5-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R6-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R10-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R12-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NNormal_Weight:Peso Normal, Overweight_Level_I: Sobrepeso level 1, Overweight_Level_II: Sobrepeso level 2, Obesity_Type_I: Obesidade tipo 1, Obesity_Type_II: Obesidade tipo 2, Obesity_Type_II: Obesidade Tipo 3, Insufficient_Weight: Abaixo do peso-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NObesidade Tipo 3: Obesidade tipo 2, Obesity_Type_III: Obesidade tipo 3-weka.filters.unsupervised.attribute.RenameNominalValues-R9-NSometimes: As vezes, Frequently:Com frequencia, Always:Sempre, no:Nunca-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-1.666667]\':Menos de um litro, \'(1.666667-2.333333]\':Entre um e dois litros, \'(2.333333-inf)\':Mais de dois litros-weka.filters.unsupervised.attribute.MathExpression-EA4/(A3*A3)-R1-2,5-17-weka.filters.unsupervised.attribute.Remove-R4'

@attribute Genero_de_Nascimento {Feminino,Masculino}
@attribute Idade numeric
@attribute IMC numeric
@attribute Tem_historico_de_sobrepeso_familiar {Sim,Nao}
@attribute Come_comidas_caloricas_com_frequencia {Nao,Sim}
@attribute Come_vegetais_nas_refeicoes {Nunca,'As vezes',Sempre}
@attribute Quantidade_de_refeicoes_diarias {'Entre uma e duas',Tres,'Mais de tres'}
@attribute Come_entre_as_refeicoes {'As vezes','Com frequencia',Sempre,Nunca}
@attribute Fuma {Nao,Sim}
@attribute Consumo_de_agua_diario {'Menos de um litro','Entre um e dois litros','Mais de dois litros'}
@attribute Monitora_as_calorias_ingeridas {Nao,Sim}
@attribute Frequencia_de_atividade_fisica {'Nao pratica','Um a dois dias na semana','Dois a  quatro dias na semana','Quatro a cinco dias na semana'}
@attribute Tempo_gasto_com_dispositivos_tecnologicos {'Zero a duas horas por dia','Tres a cinco horas por dia','Mais de cinco horas por dia'}
@attribute Frequencia_de_consumo_de_alcool {'Nao consome','As vezes','Com frequencia',Sempre}
@attribute Meio_de_transporte {'Transporte publico','A pe',Automovel,Moto,Bicicleta}
@attribute Classificacao {'Peso Normal','Sobrepeso level 1','Sobrepeso level 2','Obesidade tipo 1','Abaixo do peso','Obesidade tipo 2','Obesidade tipo 3'}

@data
Feminino,19.86997,18.154846,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,20.147114,17.988557,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,21,18.17867,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,21.996523,16.939735,Nao,Nao,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,21.376426,17.132231,Nao,Nao,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.724106,16.613271,Nao,Nao,Nunca,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,23,18.084259,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Abaixo do peso'
Masculino,22.851834,18.494228,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Abaixo do peso'
Masculino,23,17.466368,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Abaixo do peso'
Masculino,18.216032,16.873229,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Masculino,21.81119,17.591203,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Masculino,18.164768,18.115097,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,18.871794,16.460883,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.766033,16.789574,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.540535,16.911571,Nao,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.88036,17.822483,Nao,Nao,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.717249,17.420129,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.633898,17.778415,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,23,17.194099,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,20.406871,17.415366,Sim,Sim,'As vezes','Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,23,17.211302,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,19.058511,18.042557,Nao,Sim,Nunca,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.827008,17.301038,Nao,Sim,Nunca,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.314964,18.089673,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,29.970445,19.082206,Sim,Sim,'As vezes','Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,32.383858,17.332132,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,24.163526,18.395,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Masculino,17.038222,17.631018,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,16.30687,16.275246,Nao,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,16.198153,18.405067,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,16.738234,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,16.02753,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,16.974578,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17.486869,17.473222,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,19.920629,18.477741,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,18.426619,18.094957,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,17.082867,16.107028,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,17.000433,17.679367,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,16.270434,14.253876,Nao,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17.908114,18.545503,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,17.120699,18.01466,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,19.329542,17.832873,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,22.377998,19.036573,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,20.954955,17.772019,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,22.991668,17.884823,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,19.300435,16.411184,Nao,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,17.065445,18.268387,Nao,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.084967,15.859296,Nao,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.024853,17.301038,Nao,Sim,Nunca,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.833682,17.199788,Nao,Sim,Nunca,'Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,17.767432,16.443022,Nao,Sim,Nunca,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.504696,16.751998,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.950605,18.009247,Nao,Nao,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19,17.921313,Nao,Nao,Sempre,'Entre uma e duas','Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17,17.390428,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,17,17.814455,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,18.525525,17.190859,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,22.926352,16.98789,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,21.785351,17.800673,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,23,17.312294,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,17.402028,17.084169,Nao,Sim,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18,17.301038,Nao,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.48207,17.301038,Nao,Sim,Nunca,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,18.53084,16.088735,Nao,Sim,Nunca,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.94814,16.79955,Nao,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,20.400053,17.240387,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,19.556729,18.022404,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,17.70368,16.915417,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,18.274358,17.607362,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,18,17.719459,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,17.210933,17.616691,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,17.469417,18.426719,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Masculino,18,17.399461,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,17.554071,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,17.356226,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.010211,18.264609,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Sim,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.091346,17.492242,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Sim,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.773303,17.532467,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Sim,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.483036,17.760964,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19,17.746466,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.407204,18.158069,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,17.530937,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18.424941,17.604216,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,17.321967,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,19.97981,17.889564,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,21.798856,17.878393,Sim,Sim,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,22.209706,17.340241,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,23.018443,17.66907,Nao,Nao,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,19.376997,17.572326,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Mais de dois litros',Sim,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,20.971429,17.312982,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,20.345161,17.824655,Nao,Sim,Sempre,'Entre uma e duas','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,20.519916,16.73059,Sim,Nao,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Masculino,20.406066,18.093753,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Abaixo do peso'
Feminino,21.478496,18.011422,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,18.372563,15.905788,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.931667,17.937951,Nao,Nao,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,22.998709,17.720508,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,18.006742,17.301038,Nao,Sim,Nunca,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,34.799519,17.5242,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Masculino,16.496978,17.481431,Nao,Sim,'As vezes','Entre uma e duas','As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,18,16.11731,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17.377131,17.933004,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,16.611837,12.998685,Nao,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Quatro a cinco dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17.080493,17.629188,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,22.970655,18.239886,Sim,Sim,Sempre,'Mais de tres','Com frequencia',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,17.764764,15.665158,Nao,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.272573,17.026117,Nao,Sim,Nunca,'Mais de tres','Com frequencia',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19,17.703589,Nao,Nao,Sempre,Tres,'Com frequencia',Nao,'Menos de um litro',Sim,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Abaixo do peso'
Masculino,17.06713,16.648614,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Quatro a cinco dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Abaixo do peso'
Feminino,23,17.12405,Sim,Sim,'As vezes',Tres,'Com frequencia',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Abaixo do peso'
Feminino,18,17.43358,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
Feminino,19.054008,16.38245,Nao,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Abaixo do peso'
